"Статистик үзүүлэлт","Аймаг","Хүйс","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"50-54","Хан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","1,400","1,853","1,304","1,414","1,659","2,994","2,984","3,396","3,492","3,466","2,517","1,637","3,581","4,178","5,180"
"50-54","Хан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","1,463","1,382","853","1,262","2,902","3,214","2,880","2,449","5,034","2,953","2,202","2,947","3,759","4,547","4,461"
"50-54","Багануур Багахангай","Эрэгтэй","","","","","","","","","","","","","","","","","","455","212","681","515","532","254","561","471","680","459","1,123","1,001","923","499","791"
"50-54","Багануур Багахангай","Эмэгтэй","","","","","","","","","","","","","","","","","","238","440","314","333","580","479","411","603","625","795","156","2,559","914","313","506"
"50-54","Баянзүрх","Эрэгтэй","","","","","","","","","","","","","","","","","","2,829","4,974","3,989","3,453","3,721","4,095","4,774","7,620","9,291","5,562","4,613","6,026","7,182","5,099","7,069"
"50-54","Баянзүрх","Эмэгтэй","","","","","","","","","","","","","","","","","","2,960","4,154","3,275","3,718","4,266","4,784","4,170","6,785","7,395","8,425","5,380","6,193","8,057","9,347","8,407"
"50-54","Налайх","Эрэгтэй","","","","","","","","","","","","","","","","","","334","342","341","581","461","436","899","715","569","599","","","","798","384"
"50-54","Налайх","Эмэгтэй","","","","","","","","","","","","","","","","","","535","509","254","500","554","394","864","452","736","1,040","","","","1,031","494"
"50-54","Баянгол","Эрэгтэй","","","","","","","","","","","","","","","","","","2,868","2,387","2,670","2,674","3,777","3,225","3,504","3,703","3,079","4,675","2,106","2,817","1,634","3,561","4,202"
"50-54","Баянгол","Эмэгтэй","","","","","","","","","","","","","","","","","","1,764","2,457","2,894","2,999","3,313","3,842","2,877","3,301","4,220","3,087","4,400","1,610","3,059","3,561","5,087"
"50-54","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","2,432","2,526","2,687","1,949","2,462","2,297","2,251","2,570","2,762","2,712","1,983","3,072","2,432","1,868","3,578"
"50-54","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","1,699","1,750","2,552","2,497","2,881","2,344","2,812","2,108","3,270","3,535","2,229","3,841","2,555","2,802","3,838"
"50-54","Чингэлтэй","Эрэгтэй","","","","","","","","","","","","","","","","","","1,962","1,785","1,641","2,565","1,578","2,195","2,070","2,544","2,613","3,098","3,472","2,389","3,929","3,569","3,770"
"50-54","Чингэлтэй","Эмэгтэй","","","","","","","","","","","","","","","","","","1,783","1,872","1,155","2,205","2,263","2,437","2,508","3,309","2,471","3,126","2,830","2,137","3,036","2,822","1,927"
"50-54","Сонгинохайрхан","Эрэгтэй","","","","","","","","","","","","","","","","","","3,339","2,805","2,875","3,435","4,037","5,829","5,780","4,723","5,769","6,120","2,438","5,529","1,518","7,311","3,254"
"50-54","Сонгинохайрхан","Эмэгтэй","","","","","","","","","","","","","","","","","","2,485","2,180","2,560","3,210","5,040","5,042","4,572","5,790","5,391","5,106","2,979","6,127","6,690","5,849","7,901"
"55-59","Улсын дүн","Эрэгтэй","","","","","","","","","","","","","","","","","","20,979","22,575","23,840","24,716","28,999","29,333","36,169","37,447","41,516","46,009","43,432","38,851","43,958","44,707","51,718"
"55-59","Улсын дүн","Эмэгтэй","","","","","","","","","","","","","","","","","","12,809","14,009","15,180","19,078","21,849","18,913","21,890","24,806","26,994","27,974","31,734","33,911","29,996","29,660","37,701"
"55-59","Баян-Өлгий","Эрэгтэй","","","","","","","","","","","","","","","","","","881","576","890","1,093","846","912","1,353","1,388","1,320","1,488","796","240","1,370","1,771","2,062"
"55-59","Баян-Өлгий","Эмэгтэй","","","","","","","","","","","","","","","","","","690","491","787","854","319","396","647","375","1,235","1,068","880","430","1,889","713","1,078"
"55-59","Говь-Алтай","Эрэгтэй","","","","","","","","","","","","","","","","","","428","439","549","647","1,104","747","1,075","1,093","1,055","1,473","611","734","854","542","669"
"55-59","Говь-Алтай","Эмэгтэй","","","","","","","","","","","","","","","","","","1,064","163","330","589","722","671","586","825","1,000","1,169","251","1,567","189","320","225"
"55-59","Завхан","Эрэгтэй","","","","","","","","","","","","","","","","","","406","737","560","1,156","1,164","1,209","1,252","1,325","1,885","1,618","1,568","662","1,360","872","1,765"
"55-59","Завхан","Эмэгтэй","","","","","","","","","","","","","","","","","","411","540","433","371","1,077","821","872","763","1,059","853","1,030","658","755","647","647"
"55-59","Увс","Эрэгтэй","","","","","","","","","","","","","","","","","","1,009","617","904","628","601","715","1,191","1,233","1,136","1,137","1,813","331","1,281","449","1,377"
"55-59","Увс","Эмэгтэй","","","","","","","","","","","","","","","","","","606","352","562","562","628","545","1,048","846","866","512","942","132","1,468","513","1,275"
"55-59","Ховд","Эрэгтэй","","","","","","","","","","","","","","","","","","700","507","1,126","878","1,052","689","796","1,054","1,937","1,699","1,847","2,752","2,337","2,301","1,686"
"55-59","Ховд","Эмэгтэй","","","","","","","","","","","","","","","","","","448","499","1,167","565","444","667","579","595","1,012","546","2,080","1,576","1,905","1,740","1,663"
"55-59","Архангай","Эрэгтэй","","","","","","","","","","","","","","","","","","927","1,169","1,478","1,386","827","785","1,025","1,223","1,327","1,750","3,047","2,079","2,037","1,520","802"
"55-59","Архангай","Эмэгтэй","","","","","","","","","","","","","","","","","","900","1,163","949","1,496","720","959","954","1,356","1,104","1,343","2,024","1,032","699","1,140","737"
"55-59","Баянхонгор","Эрэгтэй","","","","","","","","","","","","","","","","","","1,233","739","522","457","717","890","899","675","903","979","1,351","462","261","723","1,249"
"55-59","Баянхонгор","Эмэгтэй","","","","","","","","","","","","","","","","","","534","394","421","664","711","620","678","670","737","183","1,099","722","200","186","1,103"
"55-59","Булган","Эрэгтэй","","","","","","","","","","","","","","","","","","330","1,025","1,008","1,067","900","909","1,267","1,491","2,054","1,447","1,543","1,233","739","1,273","1,418"
"55-59","Булган","Эмэгтэй","","","","","","","","","","","","","","","","","","333","699","860","917","501","803","938","1,137","937","1,087","1,070","1,170","184","1,153","1,190"
"55-59","Орхон","Эрэгтэй","","","","","","","","","","","","","","","","","","1,015","556","456","908","1,107","1,420","1,197","847","1,535","1,792","919","2,042","1,371","936","600"
"55-59","Орхон","Эмэгтэй","","","","","","","","","","","","","","","","","","426","347","324","870","547","759","1,041","517","529","380","1,467","1,730","280","694","958"
"55-59","Өвөрхангай","Эрэгтэй","","","","","","","","","","","","","","","","","","697","1,057","1,381","1,344","1,597","1,667","1,925","1,556","1,871","2,790","2,292","2,004","2,193","2,180","1,422"
"55-59","Өвөрхангай","Эмэгтэй","","","","","","","","","","","","","","","","","","760","603","850","1,376","1,049","922","1,727","1,396","1,446","1,643","2,732","982","1,464","910","1,506"
"55-59","Хөвсгөл","Эрэгтэй","","","","","","","","","","","","","","","","","","1,150","1,398","1,284","1,105","1,861","1,336","1,660","1,839","2,301","2,470","2,686","748","3,639","1,807","2,937"
"55-59","Хөвсгөл","Эмэгтэй","","","","","","","","","","","","","","","","","","226","532","951","846","1,033","749","1,032","1,308","1,219","998","1,140","1,419","505","955","1,878"
"55-59","Говьсүмбэр","Эрэгтэй","","","","","","","","","","","","","","","","","","88","121","73","45","99","179","198","89","270","301","166","217","420","148","152"
"55-59","Говьсүмбэр","Эмэгтэй","","","","","","","","","","","","","","","","","","0","46","42","0","39","22","40","42","109","73","210","91","307","99","5"
"55-59","Дархан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","465","830","602","784","631","767","1,784","1,404","1,223","1,404","1,399","732","833","1,787","1,416"
"55-59","Дархан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","461","554","362","584","660","532","380","913","1,260","1,012","670","528","625","1,011","771"
"55-59","Дорноговь","Эрэгтэй","","","","","","","","","","","","","","","","","","820","633","455","493","636","794","1,027","603","973","718","1,014","1,058","744","661","1,254"
"55-59","Дорноговь","Эмэгтэй","","","","","","","","","","","","","","","","","","588","167","358","212","494","514","394","742","841","617","1,110","733","651","563","841"
"55-59","Дундговь","Эрэгтэй","","","","","","","","","","","","","","","","","","642","493","347","608","955","861","782","1,088","925","999","753","996","976","1,037","1,232"
"55-59","Дундговь","Эмэгтэй","","","","","","","","","","","","","","","","","","300","225","345","533","433","521","788","563","813","1,005","451","703","1,044","504","642"
"55-59","Өмнөговь","Эрэгтэй","","","","","","","","","","","","","","","","","","519","432","789","297","453","595","1,168","793","1,011","938","1,729","739","1,903","894","889"
"55-59","Өмнөговь","Эмэгтэй","","","","","","","","","","","","","","","","","","259","368","499","118","545","351","416","762","644","386","999","684","1,038","1,055","740"
"55-59","Сэлэнгэ","Эрэгтэй","","","","","","","","","","","","","","","","","","638","765","1,297","721","1,220","903","1,438","1,121","1,589","1,858","1,618","1,399","1,205","766","973"
"55-59","Сэлэнгэ","Эмэгтэй","","","","","","","","","","","","","","","","","","611","620","872","601","551","751","182","843","756","1,171","1,087","1,529","518","1,193","634"
"55-59","Төв","Эрэгтэй","","","","","","","","","","","","","","","","","","686","1,248","1,058","1,446","1,406","1,672","1,516","2,232","2,537","2,302","2,272","2,597","2,108","1,438","4,123"
"55-59","Төв","Эмэгтэй","","","","","","","","","","","","","","","","","","887","712","339","1,060","1,529","1,389","1,144","1,591","2,151","2,856","1,932","2,186","1,492","993","2,345"
"55-59","Дорнод","Эрэгтэй","","","","","","","","","","","","","","","","","","637","711","535","687","1,059","459","722","1,004","1,117","1,159","707","1,370","461","1,233","2,657"
"55-59","Дорнод","Эмэгтэй","","","","","","","","","","","","","","","","","","312","485","418","302","644","195","352","439","326","462","634","792","269","894","452"
"55-59","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","419","790","598","559","667","912","763","1,190","1,089","1,092","1,140","1,219","628","894","1,199"
"55-59","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","109","667","317","740","521","596","504","623","633","1,100","536","381","517","606","900"
"55-59","Хэнтий","Эрэгтэй","","","","","","","","","","","","","","","","","","413","418","492","750","786","919","1,366","859","1,355","895","1,388","2,232","1,588","845","994"
"55-59","Хэнтий","Эмэгтэй","","","","","","","","","","","","","","","","","","254","417","273","992","623","457","790","622","698","756","756","1,340","925","1,056","1,707"
"55-59","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","6,876","7,314","7,436","7,657","9,311","9,993","11,765","13,340","12,103","15,700","12,773","13,005","15,650","20,630","20,844"
"55-59","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","2,630","3,965","3,721","4,826","8,059","5,673","6,798","7,878","7,619","8,754","8,634","13,526","13,071","12,715","16,400"
"55-59","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20,630","20,844"
"55-59","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12,715","16,400"
"55-59","Хан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","540","624","687","749","1,062","1,122","818","1,011","811","1,394","2,831","982","1,019","2,335","3,023"
"55-59","Хан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","251","188","449","466","541","613","732","983","757","1,285","1,730","2,293","1,531","1,597","2,302"
"55-59","Багануур Багахангай","Эрэгтэй","","","","","","","","","","","","","","","","","","213","106","158","230","216","416","454","337","172","387","1,520","582","762","408","563"
"55-59","Багануур Багахангай","Эмэгтэй","","","","","","","","","","","","","","","","","","226","57","222","57","157","61","129","248","229","158","318","867","238","115","29"
"55-59","Баянзүрх","Эрэгтэй","","","","","","","","","","","","","","","","","","1,267","1,982","2,027","1,608","1,991","1,543","2,973","3,577","2,656","3,794","1,078","5,357","4,117","6,288","7,069"
"55-59","Баянзүрх","Эмэгтэй","","","","","","","","","","","","","","","","","","385","1,246","882","987","2,294","1,894","1,003","2,465","1,971","1,762","2,614","4,687","2,907","3,059","5,541"
"55-59","Налайх","Эрэгтэй","","","","","","","","","","","","","","","","","","271","53","98","238","142","335","621","180","480","583","","","","133","235"
"55-59","Налайх","Эмэгтэй","","","","","","","","","","","","","","","","","","146","124","111","55","45","183","379","170","143","280","","","","133","388"
"55-59","Баянгол","Эрэгтэй","","","","","","","","","","","","","","","","","","859","1,029","1,181","1,089","1,249","2,178","1,893","2,035","2,002","2,387","2,679","201","1,426","3,154","2,323"
"55-59","Баянгол","Эмэгтэй","","","","","","","","","","","","","","","","","","383","518","585","854","1,496","653","1,792","1,293","1,273","1,688","1,722","1,207","2,040","2,238","1,549"
"55-59","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","854","666","1,274","1,347","1,185","1,304","1,321","1,096","2,058","2,333","1,238","1,536","2,301","1,104","2,094"
"55-59","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","372","584","699","594","1,122","1,079","658","890","1,214","1,478","495","1,792","1,282","509","1,745"
"55-59","Чингэлтэй","Эрэгтэй","","","","","","","","","","","","","","","","","","886","813","501","1,033","1,381","1,057","1,803","1,546","1,238","1,602","1,800","1,508","1,770","2,822","1,508"
"55-59","Чингэлтэй","Эмэгтэй","","","","","","","","","","","","","","","","","","210","305","237","777","1,210","513","949","630","564","669","129","1,634","2,029","1,992","1,592"
"55-59","Сонгинохайрхан","Эрэгтэй","","","","","","","","","","","","","","","","","","1,986","2,041","1,510","1,363","2,085","2,038","1,882","3,558","2,686","3,220","1,627","2,839","4,256","4,386","4,028"
"55-59","Сонгинохайрхан","Эмэгтэй","","","","","","","","","","","","","","","","","","657","943","536","1,036","1,194","677","1,156","1,199","1,468","1,434","1,626","1,046","3,045","3,071","3,254"
"60-64","Улсын дүн","Эрэгтэй","","","","","","","","","","","","","","","","","","7,424","8,121","8,414","9,382","8,666","7,826","8,470","10,984","12,221","10,876","13,909","14,295","12,100","17,238","18,008"
"60-64","Улсын дүн","Эмэгтэй","","","","","","","","","","","","","","","","","","7,065","5,310","6,126","6,065","6,665","4,949","8,036","8,852","11,827","10,731","14,308","12,347","14,200","19,437","20,754"
"60-64","Баян-Өлгий","Эрэгтэй","","","","","","","","","","","","","","","","","","193","329","411","688","85","42","199","268","625","519","384","64","287","671","976"
"60-64","Баян-Өлгий","Эмэгтэй","","","","","","","","","","","","","","","","","","424","198","144","383","0","38","105","0","362","692","227","415","380","647","726"
"60-64","Говь-Алтай","Эрэгтэй","","","","","","","","","","","","","","","","","","384","107","190","163","219","398","245","386","572","601","263","207","243","36","189"
"60-64","Говь-Алтай","Эмэгтэй","","","","","","","","","","","","","","","","","","537","342","162","165","147","407","255","235","520","379","317","234","115","489","464"
"60-64","Завхан","Эрэгтэй","","","","","","","","","","","","","","","","","","306","320","264","317","420","324","233","208","436","369","692","377","415","840","486"
"60-64","Завхан","Эмэгтэй","","","","","","","","","","","","","","","","","","185","217","142","185","261","270","327","284","535","410","653","440","552","567","1,051"
"60-64","Увс","Эрэгтэй","","","","","","","","","","","","","","","","","","287","205","384","413","418","250","430","185","418","194","446","168","667","459","287"
"60-64","Увс","Эмэгтэй","","","","","","","","","","","","","","","","","","306","205","328","213","421","122","174","239","310","189","142","212","1,443","538","895"
"60-64","Ховд","Эрэгтэй","","","","","","","","","","","","","","","","","","398","174","548","189","453","286","141","102","308","355","577","198","303","1,097","723"
"60-64","Ховд","Эмэгтэй","","","","","","","","","","","","","","","","","","83","396","287","257","334","193","195","339","307","258","133","984","550","101","617"
"60-64","Архангай","Эрэгтэй","","","","","","","","","","","","","","","","","","233","501","440","776","325","613","796","914","642","770","1,400","253","191","1,059","725"
"60-64","Архангай","Эмэгтэй","","","","","","","","","","","","","","","","","","224","291","280","123","273","393","555","223","358","445","1,066","884","288","730","764"
"60-64","Баянхонгор","Эрэгтэй","","","","","","","","","","","","","","","","","","415","235","56","330","332","57","292","357","177","122","391","176","164","388","677"
"60-64","Баянхонгор","Эмэгтэй","","","","","","","","","","","","","","","","","","103","196","154","394","164","162","226","155","126","61","392","437","725","468","387"
"60-64","Булган","Эрэгтэй","","","","","","","","","","","","","","","","","","220","447","626","625","240","374","338","440","434","493","401","288","562","605","676"
"60-64","Булган","Эмэгтэй","","","","","","","","","","","","","","","","","","99","158","291","278","192","80","375","388","442","340","288","159","501","263","639"
"60-64","Орхон","Эрэгтэй","","","","","","","","","","","","","","","","","","406","127","102","123","0","290","215","0","0","126","292","297","153","98","603"
"60-64","Орхон","Эмэгтэй","","","","","","","","","","","","","","","","","","188","60","266","114","0","57","319","0","193","250","296","93","684","204","26"
"60-64","Өвөрхангай","Эрэгтэй","","","","","","","","","","","","","","","","","","272","264","280","669","983","472","676","727","543","724","576","908","427","562","846"
"60-64","Өвөрхангай","Эмэгтэй","","","","","","","","","","","","","","","","","","916","339","354","367","539","214","755","784","690","837","282","665","499","1,907","901"
"60-64","Хөвсгөл","Эрэгтэй","","","","","","","","","","","","","","","","","","113","415","336","292","572","75","503","502","790","313","652","2,881","257","945","1,831"
"60-64","Хөвсгөл","Эмэгтэй","","","","","","","","","","","","","","","","","","228","177","490","306","309","245","594","763","351","943","577","1,239","544","983","3,343"
"60-64","Говьсүмбэр","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","43","69","51","329","35","161","94","0"
"60-64","Говьсүмбэр","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","42","0","0","0","0","44","45","0","203","73","105","0","0"
"60-64","Дархан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","254","285","242","172","447","181","138","535","629","78","172","135","24","166","216"
"60-64","Дархан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","0","123","122","234","238","180","0","477","653","0","479","176","245","76","624"
"60-64","Дорноговь","Эрэгтэй","","","","","","","","","","","","","","","","","","0","111","246","228","253","84","221","293","321","139","176","135","479","712","479"
"60-64","Дорноговь","Эмэгтэй","","","","","","","","","","","","","","","","","","714","159","49","56","322","236","264","404","627","345","326","420","979","205","347"
"60-64","Дундговь","Эрэгтэй","","","","","","","","","","","","","","","","","","313","442","185","166","192","355","312","379","371","595","673","716","339","669","314"
"60-64","Дундговь","Эмэгтэй","","","","","","","","","","","","","","","","","","217","112","81","359","110","136","298","407","293","522","441","821","569","943","282"
"60-64","Өмнөговь","Эрэгтэй","","","","","","","","","","","","","","","","","","385","124","30","175","178","257","94","231","287","353","211","546","241","357","397"
"60-64","Өмнөговь","Эмэгтэй","","","","","","","","","","","","","","","","","","256","0","183","263","39","176","171","132","380","496","199","404","942","1,102","147"
"60-64","Сэлэнгэ","Эрэгтэй","","","","","","","","","","","","","","","","","","877","700","874","661","255","127","219","414","478","506","546","174","238","374","285"
"60-64","Сэлэнгэ","Эмэгтэй","","","","","","","","","","","","","","","","","","506","434","672","185","489","0","112","351","384","426","107","76","138","416","351"
"60-64","Төв","Эрэгтэй","","","","","","","","","","","","","","","","","","638","738","491","639","991","645","772","1,092","1,151","1,442","1,135","862","1,121","652","744"
"60-64","Төв","Эмэгтэй","","","","","","","","","","","","","","","","","","643","517","431","599","1,067","124","649","1,197","1,223","854","969","662","1,304","723","891"
"60-64","Дорнод","Эрэгтэй","","","","","","","","","","","","","","","","","","218","57","195","368","239","264","311","411","223","359","298","53","139","399","278"
"60-64","Дорнод","Эмэгтэй","","","","","","","","","","","","","","","","","","224","0","266","248","307","0","211","126","176","361","258","109","65","1,101","666"
"60-64","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","287","163","319","217","269","186","232","202","334","202","772","655","616","379","828"
"60-64","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","103","157","204","206","189","228","284","247","212","371","877","117","146","412","358"
"60-64","Хэнтий","Эрэгтэй","","","","","","","","","","","","","","","","","","0","273","434","277","185","205","443","388","603","187","670","362","470","389","289"
"60-64","Хэнтий","Эмэгтэй","","","","","","","","","","","","","","","","","","154","138","0","335","47","206","329","292","495","304","557","390","784","675","557"
"60-64","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","1,225","2,104","1,761","1,894","1,610","2,341","1,660","2,907","2,810","2,378","2,853","4,805","4,603","6,285","6,157"
"60-64","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","955","1,091","1,178","795","1,217","1,482","1,838","1,765","3,145","2,248","5,519","3,337","2,643","6,889","6,719"
"60-64","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6,285","6,157"
"60-64","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6,889","6,719"
"60-64","Хан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","251","141","128","140","252","443","176","396","75","469","0","1,310","343","860","720"
"60-64","Хан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","0","58","335","52","181","215","158","291","1,258","0","340","614","1,583"
"60-64","Багануур Багахангай","Эрэгтэй","","","","","","","","","","","","","","","","","","0","55","52","57","35","0","65","70","35","35","220","422","316","0","0"
"60-64","Багануур Багахангай","Эмэгтэй","","","","","","","","","","","","","","","","","","0","53","0","0","30","34","63","70","0","0","0","0","0","194","33"
"60-64","Баянзүрх","Эрэгтэй","","","","","","","","","","","","","","","","","","207","499","819","465","142","770","496","797","1,123","473","154","1,507","2,056","2,719","2,484"
"60-64","Баянзүрх","Эмэгтэй","","","","","","","","","","","","","","","","","","291","166","628","425","0","495","0","631","2,195","257","615","0","1,543","2,549","1,910"
"60-64","Налайх","Эрэгтэй","","","","","","","","","","","","","","","","","","292","66","57","0","45","32","36","88","71","76","","","","0","250"
"60-64","Налайх","Эмэгтэй","","","","","","","","","","","","","","","","","","146","55","0","0","0","0","138","116","37","267","","","","0","20"
"60-64","Баянгол","Эрэгтэй","","","","","","","","","","","","","","","","","","179","154","237","364","188","314","195","496","365","326","765","402","816","102","663"
"60-64","Баянгол","Эмэгтэй","","","","","","","","","","","","","","","","","","82","55","176","156","372","246","398","0","226","495","383","1,610","0","0","775"
"60-64","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","124","677","254","155","127","278","199","443","418","450","247","512","640","0","524"
"60-64","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","0","320","123","56","65","213","233","144","0","267","496","256","0","425","1,134"
"60-64","Чингэлтэй","Эрэгтэй","","","","","","","","","","","","","","","","","","0","84","39","131","111","82","74","330","237","229","386","503","127","996","587"
"60-64","Чингэлтэй","Эмэгтэй","","","","","","","","","","","","","","","","","","83","151","47","55","0","285","344","372","205","225","1,415","126","761","913","335"
"60-64","Сонгинохайрхан","Эрэгтэй","","","","","","","","","","","","","","","","","","172","428","175","582","710","422","419","287","486","320","1,081","149","305","1,608","930"
"60-64","Сонгинохайрхан","Эмэгтэй","","","","","","","","","","","","","","","","","","353","291","204","45","415","157","481","217","324","446","1,352","1,345","0","2,193","929"
"65-69","Улсын дүн","Эрэгтэй","","","","","","","","","","","","","","","","","","3,998","5,267","3,511","4,594","3,556","3,303","2,870","4,350","4,120","4,244","6,879","5,310","6,960","6,558","7,973"
"65-69","Улсын дүн","Эмэгтэй","","","","","","","","","","","","","","","","","","2,908","3,032","2,602","3,534","2,814","3,565","3,048","3,268","4,554","4,096","4,202","4,586","4,967","3,948","7,682"
"65-69","Баян-Өлгий","Эрэгтэй","","","","","","","","","","","","","","","","","","508","377","297","393","0","84","142","46","148","54","0","0","417","303","252"
"65-69","Баян-Өлгий","Эмэгтэй","","","","","","","","","","","","","","","","","","0","149","53","184","0","0","0","47","101","127","0","0","33","214","0"
"65-69","Говь-Алтай","Эрэгтэй","","","","","","","","","","","","","","","","","","436","334","115","272","73","79","37","79","152","162","166","19","23","321","82"
"65-69","Говь-Алтай","Эмэгтэй","","","","","","","","","","","","","","","","","","0","174","85","214","117","114","208","38","73","132","35","106","94","161","107"
"65-69","Завхан","Эрэгтэй","","","","","","","","","","","","","","","","","","0","197","53","164","204","308","42","40","252","227","539","133","638","263","829"
"65-69","Завхан","Эмэгтэй","","","","","","","","","","","","","","","","","","0","109","114","166","389","451","86","123","248","181","362","228","256","447","337"
"65-69","Увс","Эрэгтэй","","","","","","","","","","","","","","","","","","109","261","151","153","246","79","254","326","46","300","34","52","486","259","402"
"65-69","Увс","Эмэгтэй","","","","","","","","","","","","","","","","","","97","100","49","0","90","83","84","45","43","191","17","44","253","146","97"
"65-69","Ховд","Эрэгтэй","","","","","","","","","","","","","","","","","","106","248","277","146","191","0","0","58","52","50","597","487","156","32","449"
"65-69","Ховд","Эмэгтэй","","","","","","","","","","","","","","","","","","90","0","136","98","141","0","105","0","169","103","311","70","218","225","336"
"65-69","Архангай","Эрэгтэй","","","","","","","","","","","","","","","","","","472","479","60","123","160","225","228","60","442","213","130","426","47","570","1,129"
"65-69","Архангай","Эмэгтэй","","","","","","","","","","","","","","","","","","100","247","56","119","333","242","171","289","280","382","43","657","119","103","506"
"65-69","Баянхонгор","Эрэгтэй","","","","","","","","","","","","","","","","","","108","51","0","54","338","214","104","312","57","0","0","0","333","74","332"
"65-69","Баянхонгор","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","0","57","333","160","53","198","185","0","0","23","705","0","128"
"65-69","Булган","Эрэгтэй","","","","","","","","","","","","","","","","","","0","350","238","335","245","168","176","172","217","228","208","63","262","119","343"
"65-69","Булган","Эмэгтэй","","","","","","","","","","","","","","","","","","107","282","174","110","166","44","0","81","127","87","352","215","350","169","167"
"65-69","Орхон","Эрэгтэй","","","","","","","","","","","","","","","","","","0","47","51","117","0","117","0","0","74","0","217","96","96","0","166"
"65-69","Орхон","Эмэгтэй","","","","","","","","","","","","","","","","","","235","102","0","58","49","0","0","67","69","0","0","0","128","0","13"
"65-69","Өвөрхангай","Эрэгтэй","","","","","","","","","","","","","","","","","","268","336","218","0","225","294","219","213","155","224","1,304","528","389","361","214"
"65-69","Өвөрхангай","Эмэгтэй","","","","","","","","","","","","","","","","","","148","280","137","117","526","398","621","359","311","141","31","641","76","91","423"
"65-69","Хөвсгөл","Эрэгтэй","","","","","","","","","","","","","","","","","","116","123","178","190","366","164","172","252","177","381","878","172","206","488","108"
"65-69","Хөвсгөл","Эмэгтэй","","","","","","","","","","","","","","","","","","238","180","118","418","88","485","90","172","517","518","231","37","120","0","395"
"65-69","Говьсүмбэр","Эрэгтэй","","","","","","","","","","","","","","","","","","88","90","94","0","0","0","0","0","22","0","34","91","17","38","0"
"65-69","Говьсүмбэр","Эмэгтэй","","","","","","","","","","","","","","","","","","88","0","0","0","0","0","0","0","0","49","83","55","53","38","0"
"65-69","Дархан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","118","56","63","62","137","65","0","130","0","0","138","74","73","64","0"
"65-69","Дархан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","65","0","0","194","59","72","88","0","55","0","73","103","159"
"65-69","Дорноговь","Эрэгтэй","","","","","","","","","","","","","","","","","","123","209","54","114","47","0","0","101","109","343","247","62","165","117","327"
"65-69","Дорноговь","Эмэгтэй","","","","","","","","","","","","","","","","","","0","49","116","62","0","81","84","314","101","198","110","15","89","116","163"
"65-69","Дундговь","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","186","198","55","54","163","207","114","220","265","170","147","165","17"
"65-69","Дундговь","Эмэгтэй","","","","","","","","","","","","","","","","","","107","167","275","93","31","171","80","115","233","219","137","328","293","421","17"
"65-69","Өмнөговь","Эрэгтэй","","","","","","","","","","","","","","","","","","0","239","104","113","77","86","145","238","49","0","47","48","77","961","125"
"65-69","Өмнөговь","Эмэгтэй","","","","","","","","","","","","","","","","","","131","187","223","85","82","40","140","44","155","216","134","171","40","287","188"
